title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Directive 2003/87 and Directive 2009/29 establishing an Emissions Trading Scheme,"<div>The European Union Emissions Trading System (EU ETS) is a cap-and-trade type ETS, with the volume of emission allowances determined top-down and decreasing annually. The EU ETS has been the central pillar of the EU climate change policy since it was introduced in 2005. It is the oldest and largest ETS  operating worldwide. The system has gone through several reforms and with the revised EU ETS Directive entered into force, its fourth phase started in January 2021. As part of the 2023 revisions of the ETS Directive, a new emissions trading system named ETS2 was created, separate from the existing EU ETS. This new system will cover and address the CO2 emissions from fuel combustion in buildings, road transport and additional sectors (mainly small industry not covered by the existing EU ETS). The ETS2 will enter into force in 2027.</div>",In force,2005,International,International Energy Agency,2003-07-22,,https://climate.ec.europa.eu/eu-action/eu-emissions-trading-system-eu-ets_en,,1748968014005,"[{""iso3"":""LIE"",""name"":""Liechtenstein""},{""iso3"":""LTU"",""name"":""Lithuania""},{""iso3"":""MLT"",""name"":""Malta""},{""iso3"":""ROU"",""name"":""Romania""},{""iso3"":""SVN"",""name"":""Slovenia""},{""iso3"":""BGR"",""name"":""Bulgaria""},{""iso3"":""HRV"",""name"":""Croatia""},{""iso3"":""CYP"",""name"":""Cyprus""},{""iso3"":""CZE"",""name"":""Czech Republic""},{""iso3"":""DNK"",""name"":""Denmark""},{""iso3"":""EST"",""name"":""Estonia""},{""iso3"":""FIN"",""name"":""Finland""},{""iso3"":""FRA"",""name"":""France""},{""iso3"":""DEU"",""name"":""Germany""},{""iso3"":""GRC"",""name"":""Greece""},{""iso3"":""HUN"",""name"":""Hungary""},{""iso3"":""IRL"",""name"":""Ireland""},{""iso3"":""ITA"",""name"":""Italy""},{""iso3"":""LUX"",""name"":""Luxembourg""},{""iso3"":""ISL"",""name"":""Iceland""},{""iso3"":""AUT"",""name"":""Austria""},{""iso3"":""NLD"",""name"":""Netherlands""},{""iso3"":""NOR"",""name"":""Norway""},{""iso3"":""POL"",""name"":""Poland""},{""iso3"":""PRT"",""name"":""Portugal""},{""iso3"":""SVK"",""name"":""Slovak Republic""},{""iso3"":""ESP"",""name"":""Spain""},{""iso3"":""BEL"",""name"":""Belgium""},{""iso3"":""SWE"",""name"":""Sweden""},{""iso3"":""LVA"",""name"":""Latvia""},{""iso3"":""EUR"",""name"":""European Union""}]",[],[],[],"[{""topic"":""Industry"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Power"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Transport"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""}]"
Domestic Emissions Trading Scheme 2005-2007,"<div>The Emissions Trading bill was approved without amendments by the Parliament on 17 December 2004 and entered into force on 1 January 2005. The Norwegian Domestic Emissions Trading Scheme ran from 2005-07, and generally aligned itself with the EU Emissions Trading Scheme, covering only CO2 emissions. Industrial CO2 emitters are allocated a total amount of emissions, and reducing emissions generates credits which can be sold to other emitters needing more. The Scheme covered CO2 emissions from energy use and some industrial processes, and only covered installations not subject to the CO2 Tax (see separate entry) or special agreements on emissions reductions with the State Pollution Control Authority. According to this agreement, existing process industry plants agreed to commit themselves to a 20% reduction in all greenhouse gas (GHG) emissions by 2007, compared to 1990 levels. There was some overlap between installations subject to this agreement and those covered by the emission trading scheme, notably CO2 emissions from refineries and cement. New installations were covered by the emissions trading scheme and not the 20% GHG emissions reduction agreement. Accordingly, emissions trading applied to CO2 emissions in connection with: - Energy production (Combustion installations above 20 MW), - Mineral oil refineries, - Coke production, - Production and processing of iron and steel, including roasting and sintering of iron ore, - Production of cement, lime, glass, glass fibre and ceramic products. The scheme covered 51 installations, accounting for approximately 10-15% of total GHG emissions. In 2008, Norway linked its emissions trading system with the EU ETS (see separate entry).<br><br></div>",Ended,2005,National,JOIN IEA/IRENA Policy and Measures Database,0004-12-17,2007,http://www.regjeringen.no/en/dep/md.html?id=668,,1711634310233,"[{""iso3"":""NOR"",""name"":""Norway""}]",[],"[""Industry sector-specific processes and technologies""]",[],"[{""topic"":""Industry"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Power"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""}]"
Law 26.190 - Promotion of Renewable Source of Energy for Electricity Production,"<div>Superseding National Law Nr. 25.019 to promote wind energy, <strong>Law Nr. 26.190 provides feed-in tariffs for the production of energy from all renewable sources:<br></strong><br></div><div><br> |   | <strong>Power plant capacity</strong> | <strong>Period of time</strong> | <strong>Feed-in tariff levels ARS/kWh</strong><br> | <strong>Solar PV</strong> | All capacities | 15 years | 0.90<br> | <strong>Wind</strong> | All capacities | 0.015<br> | <strong>Geothermal</strong> | &lt; 30 MW | 0.015<br> | <strong>Tidal energy</strong><br> | <strong>Biomass</strong><br> | <strong>Biogas</strong><br> | <strong>Small Hydropower</strong></div><div>The law underscores the political intention to create jobs by promoting the use of renewable energy sources and to increase the national and regional net outputs by using domestic products.<br><br></div><div><strong>The law also sets the target of raising the share of renewable energies to 8% of the national electricity mix by the end of 2016.<br></strong><br></div><div>In order to download full text of the National Law Nr. 26,190 please, .<br><br></div>",In force,2006,National,JOIN IEA/IRENA Policy and Measures Database,2006-12-27,2015,https://www.argentina.gob.ar/normativa/nacional/ley-26190-123565/actualizacion,,1739960832378,"[{""iso3"":""ARG"",""name"":""Argentina""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Climate Change Response Act- Emissions Trading Scheme,"<div>The New Zealand Emissions Trading Scheme (NZ ETS) is New Zealand’s key tool for reducing emissions and meeting its emission reduction targets. It assists New Zealand to meet its international obligations under the Paris Agreement and<br>helps New Zealand meet its 2050 target and emissions budgets.</div><div>The New Zealand Emissions Trading Scheme helps reduce emissions by doing three main things:</div><ul><li>requiring businesses to measure and report on their greenhouse gas emissions</li><li>requiring businesses to surrender one ‘emissions unit’ (known as an NZU) to the Government for each one tonne of emissions they emit</li><li>limiting the number of NZUs available to emitters (i.e. that are supplied into the scheme).</li></ul><div>Businesses who participate in the NZ ETS can buy and sell units from each other. The price for units reflects supply and demand in the scheme. This price signal allows businesses to make economically efficient choices about how to reduce emissions. <br>The NZ ETS covers six greenhouse gases that contribute to global warming. These are:</div><ul><li>carbon dioxide (CO2)</li><li>methane (CH4)</li><li>nitrous oxide (N2O)</li><li>sulfur hexafluoride (SF6)</li><li>hydrofluorocarbons (HFC's)</li><li>perfluorocarbons (PFCs).</li></ul><div>All gases are treated and accounted for the same in the NZ ETS, using the carbon dioxide equivalent (CO2-e) standard unit.</div><div>The Government sets and reduces the number of units supplied into the scheme over time. This limits the quantity that emitters can emit, in line with New Zealand’s emission reduction targets. All sectors of New Zealand's economy, apart from agriculture, pay for their emissions through their NZ ETS surrender obligations. The agriculture sector reports its emissions through the NZ ETS but does not have surrender obligations. <br>Schedule 3 of the Climate Change Response Act sets forth the activities that are included under the emissions trading scheme for the following sectors: forestry, liquid fossil fuels, stationary energy, industrial processes, agriculture, and waste. Owners of coal mines producing or stockpiling more than 2,000 tonnes of coal per year are required to participate in the scheme. </div>",In force,2008,National,International Energy Agency,2020-06-22,,https://www.legislation.govt.nz/act/public/2020/0022/latest/whole.html,,1726068064899,"[{""iso3"":""NZL"",""name"":""New Zealand""}]",[],[],"[""Methane tracker""]","[{""topic"":""Buildings"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Industry"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Power"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Transport"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Methane abatement"",""family"":""Economic policies"",""name"":""Emissions trading schemes and certified reduction credits"",""category"":""Oil and natural gas extraction""},{""topic"":""Methane abatement"",""family"":""Economic policies"",""name"":""Emissions trading schemes and certified reduction credits"",""category"":""Coal and lignite mining""}]"
Swiss Emissions Trading Scheme and CO2 Tax,"<div>A Swiss Emissions Trading Scheme took effect on 1 January 2008, at the same time that a CO2 tax was introduced. The scheme is linked to voluntary agreements to reduce emissions under the pre-existing CO2 Law. Companies covered by voluntary agreements can convert these agreements into legally binding CO2 emissions targets, allowing them to participate in emissions trading and be exempted from the CO2 tax. Emission allowances are allocated to companies for free and from 2008, emission allowances equivalent to the amount of CO2 emitted have to be surrendered annually. Additional allowances can be sold. Where non-compliance occurs (i.e. where the adequate number of allowances is not surrendered) the CO2 tax is paid retroactively for each tonne of CO2 emitted since the exemption was granted.<br><br></div>",In force,2008,National,International Energy Agency,2008-01-01,,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-13369.html,,1711640540113,"[{""iso3"":""CHE"",""name"":""Switzerland""}]",[],[],[],"[{""topic"":""Buildings"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Industry"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""},{""topic"":""Power"",""family"":""Market pull"",""name"":""Carbon pricing instruments"",""category"":""Emission Trading System (ETS)""}]"
Feed-In Tariff for Solar Thermodynamic Energy,"<div>The Decree of 11 April 2008 lays down the criteria to stimulate the production of electricity from solar thermodynamic plants, including the hybrid ones, connected to the electricity grid, built in Italy. Plants must be equipped with thermal accumulation systems. On top of the selling price, net electricity produced by thermodynamic solar plants commissioned after 18 July 2008 can obtain a feed-in premium for 25 years. Up to 2012 the bonus varies from EUR 0.22 to EUR 0.28 / kWh depending on the level of integration of the plants. In case of hybrid plants, the feed-in tariff decreases depending on the ratio between the amount of energy not produced by a solar energy source and the amount produced by a solar energy source. The maximum cumulative power of all solar thermodynamic plants eligible for the incentives corresponds to 1.5 million m2 of cumulative surface. The national objective of total power to be installed by 2016 corresponds to 2 million m2 of cumulative surface. For the 2013-2014 period such bonus values will be reduced by 2% a year; from 2014 onward special Ministerial Decree will define further cuts.</div>",In force,2008,National,JOIN IEA/IRENA Policy and Measures Database,2008-04-30,,http://www.autorita.energia.it/it/docs/riferimenti/080411mse.htm,,1745581829760,"[{""iso3"":""ITA"",""name"":""Italy""}]",[],"[""Solar thermal heaters"",""Solar PV"",""Solar""]",[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Law 416/2019 on the ban of the use of coal for energy production,"<div>On 27 February 2019, Finland adopted a law aiming to ban the use of coal for power generation after 1 May 2029. In addition, there are subsidies for companies that implement the change before 2026. The energy use of coal ended in Spring 2025, four years before the deadline of May 2029 as required by this law.</div>",Achieved,2019,National,JOIN IEA/IRENA Policy and Measures Database,2019-02-27,2029,https://www.finlex.fi/fi/laki/alkup/2019/20190416#Pidm46434450509808,,1747729469229,"[{""iso3"":""FIN"",""name"":""Finland""}]",[],"[""Coal""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Regulations"",""name"":""Plan to phase-out unabated coal"",""category"":null}]"
Renewable Energy Feed-in Tariff (REFIT),"<div>In March 2009, South Africas National Energy Regulator (NERSA) approved the country's first renewable energy feed-in tariff (REFIT) scheme. <br>The REFIT places an obligation on Eskom (South Africas public utility) to purchase the output from qualifying renewable energy generators at pre-determined prices based on the levelised cost of electricity. <br><br>REFITs Phase I which covered the following four technologies: Wind; Small hydro; Landfill Gas Methane and Concentrated Solar (CSP), Plant Parabolic trough with storage (6 hrs per day).<br><br>REFITS Phase II tariffs were approved for six new technologies: Concentrated Solar Power (CSP) trough without storage (ZAR 3.14/kWh); CSP Tower with storage of 6 hrs per day (ZAR 2.31/kWh); Large-scale (1MW or more) grid connected PV systems (ZAR 3.94/kWh); solid biomass (ZAR 1.18/kWh); and biogas (ZAR 0.96/kWh).</div><div> <br>The REFIT power purchase agreement last for 20 years, and the tariff can be adjusted yearly for inflation.</div>",Ended,2009,National,JOIN IEA/IRENA Policy and Measures Database,2009-03-26,2011,http://www.nersa.org.za/,,1741015495068,"[{""iso3"":""ZAF"",""name"":""South Africa""}]",[],"[""Solar thermal heaters"",""Solar"",""Hydropower (excl. pumped hydro)"",""Marine energy"",""Wind"",""Solar PV""]",[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Renewable energy Development Plan (REDP) 2008-2022,"<div>Enacted in 2009, the fifteen year National Renewable Energies Development Plan 2008-2022 (REDP) seeks to bring renewable energies to 20.3% of Thailands total energy mix by 2022, increase energy security, use alternative energy source, encourage high-efficiency energy technologies, and spread green alternatives among communities. The programme first focuses on high potential energy sources already commercialised such as biofuels and co-generation from biomass and biogas (Phase 2008-2011). Investment will in the second phase (2012-2016) target the development of alternative energy technology industries and new R &amp; D fields. Lastly, investments will enhance the use of new alternative energies such as hydrogen and encourage biofuel and other RE technologies exports in the ASEAN region. Generation and investment targets decline as follows for the periods 2008-2011, 2012-2016 and 2017-2022:<br><br></div><div><strong>Electricity sector<br></strong><br></div><ul><li>Solar: 55, 95 and 500 MW and THB 695: 4, 726 and 56, 159 million by 2022.</li><li>Wind: 115, 375 and 800 MW and THB 4, 900: 18, 200 and 29, 750 million by 2022</li><li>Hydro: 165, 281 and 324 MW by 2022</li><li>Biomass: 2, 800, 3, 220 and 3, 700 MW and THB 35, 050; 45, 510 and 30, 640 million by 2022</li><li>Biogas: 60, 90 and 120 MW and THB 4, 500; 6, 750 and 9, 000 million by 2022</li><li>Municipal Solid Waste: 78, 130 and 160 MW and THB 4, 000; 7, 800 and 4, 500 million by 2022</li></ul><div><strong>Heating sector<br></strong><br></div><ul><li>Solar thermal: 5, 18 and 38 ktoe by 2022</li><li>Biomass: 3, 660, 5, 000 and 6, 760 ktoe by 2022</li><li>Biogas: 470, 54 and 600 ktoe by 2022</li><li>Municipal Solid Waste: 15, 24 and 35 ktoe by 2022 </li></ul><div><strong>Transport sector <br></strong><br></div><ul><li>Ethanol: 805, 1, 686 and 2, 447 ktoe and THB 4, 620; 45, 400 and 13, 860 million by 2022</li><li>Biodiesel: 950, 1, 145 and 1, 415 ktoe and THB 6, 020; 4, 340 and 1, 440 million by 2022</li></ul><div>Most investments are expected to come from the private sector, investments from state enterprise are expected to increase dramatically in the last phase of the plan as opposed to government spending. The National Plan will also rely on existing financial mechanisms such as the ESCO Venture Capital Fund monitored by the Department of Energy to assist public and private renewable energy projects through venture capital, equity investments, technical assistance and credit guarantee facilities. The Power Development Fund, monitored by the Energy Regulation Commission (ERC) also is a channel for subsidies to under privileged consumers and the promotion of renewable energies in rehabilitating localities or compensating people affected by power plant operations. Moreover, the Board of Investment, according to the investment promotion strategy, has implemented a set of investors incentives such as import duty exemption on machinery, an 8-year corporate income tax exemption and a further 50% reduction for the years 8 to 13th. The government also allocates investment grants for Design, Consultant and Partial Investment in biogas, municipal waste and solar water heating projects.<br><br></div>",Ended,2009,National,JOIN IEA/IRENA Policy and Measures Database,2009-01-01,2022,http://www.eppo.go.th/index-E.html,,1741770475425,"[{""iso3"":""THA"",""name"":""Thailand""}]",[],"[""Solar thermal heaters"",""Solar"",""Hydropower (excl. pumped hydro)"",""Wind"",""Solar PV""]",[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Economy-wide"",""family"":""Framework legislation"",""name"":""Master Energy Plan"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Renewable Energy Feed-in tariffs,"<div><strong>In 2009, the government implemented the feed-in tariff for electricity from renewable sources, namely onshore and offshore wind, rooftop and ground-mounted solar PV, hydro, geothermal, biomass and waste. <br></strong><br></div><div>FITs for power generation are financed by electricity consumers and by <em>the Petroleumand Agricultural Development Funds for thermal generation</em>. <br><br></div><div>FIT levels are adjusted on a yearly basis. <br><br></div>",In force,2009,National,JOIN IEA/IRENA Policy and Measures Database,2009-01-01,,https://www.moea.gov.tw/MNS/english/news/News.aspx?kind=6&menu_id=176&news_id=114711,,1741768123054,"[{""iso3"":""TWN"",""name"":""Chinese Taipei""}]",[],"[""Solar thermal heaters"",""Geothermal"",""Solar"",""Wind offshore"",""Geothermal electricity"",""Hydropower (excl. pumped hydro)"",""Marine energy"",""Wind onshore"",""Wind"",""Solar PV""]",[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Iran Feed-in Tariff,"<div>According to Article 61, the Ministry of Energy must take measures to support the development of renewable energy sources, including wind, solar, geothermal, small hydropower (up to ten megawatts), marine and biomass energy (including wastes, agricultural and forest residue, garbage and sewage of urban, industrial, livestock, biogas and biomass) and the purpose of facility and integration of these matters by the relevant organization, and sign a guaranteed power purchase contract for long-term with the private producers of electricity from renewable sources.<br><br></div><div><strong>Note 1:</strong> The conditions and power purchase price of the generated electricity from renewable sources are to approved by Cabinet with the Ministry of Energy proposal.<br><br></div><div><strong>Note 2:</strong> The Ministry of Energy subsidiaries, including regional electricity companies and distribution companies, must take measures to deliver and purchase electricity from the relevant organization in coordination with Iran Power Network Management Company.<br><br></div><div><strong>Note 3:</strong> The required financial resources for the guaranteed purchase of generating electricity from renewable sources will be secured and paid by the value of the saved fuels based on the import liquid fuel price and natural gas export prices and the gained benefits from the prevention of generating the pollutants and protection of the environment, in return for the produced electricity of such as the power plants.<br><br></div><div>Executive regulation of the Article will be approved by the Cabinet six months after enactment of this Act with the joint proposal of the Ministries of Energy and Petroleum. - Power purchase agreement (PPA) of power plants subject to this announcement are extended for a 20-year period with the specified tariffs.<br><br></div><div> <br><br></div><ul><li>To compensate for evaluation of money, the tariffs will be annually adjusted during the contracts based on Euro-exchange rate fluctuations and internal inflation according to article 3 of honorable Cabinet Act.</li><li>All tariffs except wind farms will be multiplied by 0.7 starting from the first day of the second 10 years till the end of the contract.</li><li>Tariffs subject to this announcement multiplied based on the hourly coefficient which is announced and updated by Iran Grid Management Co.</li><li>Tariffs can be increased up to a maximum of 30% for power plants constructed, using local know-how, design and manufacturing, according to the instruction of article 6 of honorable Cabinet Act. </li><li>For the power plants connected to the distribution grid, a transmission service rate will be added to the FiTs. The transmission service rate will be announced by Iran Grid Management Co.</li></ul><div> <br><br></div><div><strong> <br></strong><br></div>",In force,2011,National,JOIN IEA/IRENA Policy and Measures Database,01-01-2010,,http://rc.majlis.ir/fa,,1741612900810,"[{""iso3"":""IRN"",""name"":""Islamic Republic of Iran""}]",[],[],[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
Law 20.257 on non-conventional renewable energy,"<div>The Law N° 20,257 better known as Non-Conventional Renewable Energy Law (NCRE Law), enacted on 1 April 2008, aims to fulfill future energy requirements by developing non-conventional renewable energy sources, such as geothermal, wind, solar, tidal, biomass and small hydroelectric plants.<br><br></div><div>The law requires electricity providing companies, withdrawing electricity to supply their contract commitments, to demonstrate that a certain percentage of their total energy committed was injected in the system by non-conventional energy sources. The energy can be produced by their own plants, or by contracting from third-parties.<br><br></div><div>This quota came into force at the start of 2010, and until 2014 will require 5% of electricity to come from non-conventional renewable energy sources. Starting from 2015, the obligation will be increased by 0.5% annually, reaching 10% in 2024.<br><br></div><div>The law will apply to all agreements executed as of 31 May 2007 (new agreements, renewals, extensions, or similar arrangements). Non-compliance with the law will result in fines of 0.4 UTM (Monthly Tax Unit), equivalent to approximately CLP 16,179 per MW not obtained from NCRE sources per year.<br><br></div><div>The obligation will last for 25 years (2010-2034). Hydro is considered as a non-conventional source if the capacity is below 20 MW. However, for a plant producing between 20 and 40 MW, a portion of the energy can be considered non-conventional based on a decreasing function, with the non-conventional energy content of a 40 MW plant equal to zero.<br><br></div>",In force,2008,National,JOIN IEA/IRENA Policy and Measures Database,2008-04-01,,http://antiguo.minenergia.cl/minwww/opencms/08_Normativas/02_energias/renovables.html,,1739977787775,"[{""iso3"":""CHL"",""name"":""Chile""}]",[],"[""Solar thermal heaters"",""Geothermal"",""Wind"",""Geothermal electricity"",""Hydropower (excl. pumped hydro)"",""Marine energy""]",[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Promotion of Renewable Energy Act - Feed-in premium tariffs for renewable power,"<div>Denmarks 2009 Promotion of Renewable Energy Act establishes detailed feed-in premiums for wind power, as well as other sources of renewable energy.<br><br>Plant operators receive a variable bonus on top of the market price. The sum of the bonus and the market price shall not exceed a certain statutory maximum, which depends on the date of connection of a given plant and the source of energy used. </div>",In force,2009,National,JOIN IEA/IRENA Policy and Measures Database,2009-01-01,,https://www.retsinformation.dk/eli/lta/2018/1194,,1712050389338,"[{""iso3"":""DNK"",""name"":""Denmark""}]",[],"[""Geothermal"",""Solar"",""Geothermal electricity"",""Hydropower (excl. pumped hydro)"",""Solar PV"",""Wind offshore"",""Marine energy"",""Wind onshore"",""Wind""]",[],"[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Feed-in tariffs/premiums"",""category"":null}]"
