title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
National Hydrogen Strategy - Renewable Hydrogen Deployment Funding Round,"<div>The strategy outlines an adaptive approach that equips Australia to scale up quickly as the hydrogen market grows. It includes a set of nationally coordinated actions involving governments, industry and the community will create new jobs during the pandemic.    </div><div> </div><div>As part of the National Hydrogen Strategy, ARENA, the Australian Renewable Energy Agency has opened up AUD 70 million funding to develop a competitive hydrogen industry in Australia. In particular, support will be geared towards developing large scale electrolysers that will source electricity from renewable energy.</div>",Ended,2020,National,International Energy Agency,,2022,https://arena.gov.au/news/seven-shortlisted-for-70-million-hydrogen-funding-round/,English,1748354234038,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],"[""Hydrogen electrolysis technologies""]","[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Low Emissions Technology Statements,"<div>The first Low Emission Technology Statement (LETS), for 2020, is centred in identifying Australia’s big technology challenges and opportunities that will develop low-emission technologies.</div><div>It includes a 1.9 billion AUD investment package in future technologies to lower emissions and improve the reliability of the energy supply, as well as 1.62 billion AUD for the Australian Renewable Energy Agency (ARENA) to invest and expand its focus and for the Clean Energy Finance Corporation (CEFC) to back new technologies that will cut emissions in agriculture, manufacturing, industry and transport. </div><div><br></div>",In force,2020,National,International Energy Agency,2020,,https://www.industry.gov.au/data-and-publications/technology-investment-roadmap-first-low-emissions-technology-statement-2020,English,1649685790683,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Industry"",""family"":""Incentives and investments"",""name"":""Government spending for energy efficiency and recycling"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in electricity networks"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Buildings"",""family"":""Incentives and investments"",""name"":""Government spending for energy-efficient buildings"",""category"":""Existing buildings""}]"
Package for the future – Hydrogen Strategy,"<div>The German recovery plan intends to expand the role of hydrogen to decrease national reliance on coal. EUR 7 billion in government investments have accordingly been earmarked in for developing green hydrogen, with the following related measures : </div><div> </div><div>- Germany plans to build a production capacity of 5 GW by 2030. Additional capacities of 5 GW will be built by 2035-2040.   </div><div>- Hydrogen production will be done through tenders for electrolysis services, subsidies for building new plants, and new pilot programmes.   </div><div>- Green hydrogen production will be exempted from the Renewable Energy Sources Act (EEG) levy.  </div><div>- Hydrogen will be promoted in the industrial sector in order to reduce the use of fossil fuels in industrial processes e.g. green steel.  </div><div>- Germany will also promote the direct use of green hydrogen in aircraft engines, and will encourage the development of concepts for hybrid electric aircrafts (combination of hydrogen / fuel cells / battery technology).      </div><div> </div><div>The Hydrogen Strategy also includes EUR 2 billion to establish international trade partnerships with countries with more favourable production conditions for green hydrogen, and build large production facilities using German technologies. 31 potential exporting countries (mainly located in West and South Africa), whose fossil-fuel dependency the partnership also means to reduce,  are identified. </div><div><br></div>",Ended,2021,National,International Energy Agency,2020,2022,https://www.bmwi.de/Redaktion/EN/Publikationen/Energie/the-national-hydrogen-strategy.pdf?__blob=publicationFile&v=6,German,1725038627402,"[{""iso3"":""DEU"",""name"":""Germany""}]",[],"[""Hydrogen electrolysis technologies""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Recovery and resilience Plan/Hydrogen Plan,"<div>As part of its Recovery and Resilience Plan, the French government is putting forward its hydrogen strategy.  </div><div><br>Three priorities are listed: <br>1. Diminishing GHG emissions for the industry <br>2. Developing heavy hydrogen industry <br>3. Supporting R&amp;D for training. The aim is to scale at industry-level to reduce production and technology costs.   </div><div> </div><div>The plan is expected to create 50,000 to 100,000 jobs by 2030.  </div><div> </div>",In force,2020,National,International Energy Agency,,,"https://www.entreprises.gouv.fr/fr/strategies-d-acceleration/strategie-nationale-pour-developpement-de-l-hydrogene-decarbone-france#:~:text=Dans%20le%20cadre%20du%20plan%20de%20relance%2C%20une%20enveloppe%20de,est%20pr%C3%A9vu%20jusqu'en%202030.",,1684244942015,"[{""iso3"":""FRA"",""name"":""France""}]",[],"[""Industry sector-specific processes and technologies"",""Building envelope technologies"",""Chemicals and plastics"",""Hydrogen and CO/CO2-based chemicals"",""Hydrogen electrolysis technologies""]","[""Covid-related"",""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
National Hydrogen Strategy,"<div>The Advancing Hydrogen Fund announced its National Hydrogen Strategy, using existing Clean Energy Finance Corporation (CEFC) funds to provide up to AUD 300 million for the growth of a clean, innovative, safe and competitive Australian hydrogen industry.      <br><br></div><div>In line with the CEFC Act, projects seeking CEFC finance through the Advancing Hydrogen Fund are required to be commercial, draw on renewable energy, energy efficiency and/or low emissions technologies and contribute to emissions reduction. Eligible projects can include those which advance hydrogen production; develop export and domestic hydrogen supply chains, including hydrogen export industry infrastructure, establish hydrogen hubs and assist in building domestic demand for hydrogen.</div><div> </div><div>June 2021 update: The Clean Energy Finance Corporation (CEFC) makes the first hydrogen-related investment financing Hysata, a company working on the commercialization of innovative electrolyser production technology. CEFC invests AUD 750,000.</div><div> </div><div>November 2021 update: CEFC and the Australian Renewable Energy Agency (ARENA) are co-financing a new project supported by the government: a green hydrogen project in Townsville (North Queensland) to develop clean hydrogen-powered trucks.<br><br></div><div>The government is committing AUD 15.5 million, of which:</div><div>- AUD 12.5 million from the CEFC to construct a 1 MW electrolyser and to buy new trucks;</div><div>- AUD 3.02 million from ARENA, to be received once the refuelling facility is commissioned and five trucks are delivered, in December 2022.</div>",In force,2020,National,International Energy Agency,,,https://www.cefc.com.au/where-we-invest/renewable-energy/hydrogen/,,1748354880200,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],"[""Fuel cell"",""PEM electrolysers"",""Hydrogen"",""Hydrogen refuelling stations"",""Alkaline electrolysers"",""Direct reduced iron (incl. hydrogen-based)"",""Fuel cells"",""Hydrogen and CO/CO2-based chemicals"",""Hydrogen and other alternative fuels"",""Hydrogen electrolysis technologies"",""Hyrogen fuel cells"",""SOEC electrolysers"",""Synthetic fuel production""]","[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Incentives for solar panel installations,"<div>The incentives for solar panel installations project is part of the Economic Stimulus and Coronavirus Mitigation Action Plan, which allocates EUR 4 million for a solar farm in Visaginas. One 10 MW farm will be implemented by Visaginas City Municipality and another 10 MW farm will be built by the Ignalina Nuclear Power Plan. The effort will reduce electricity costs and contribute to sustainable energy development in Lithuania.</div><div> </div><div> </div>",Ended,2020,National,International Energy Agency,,2022,https://enmin.lrv.lt/en/news/two-solar-farms-in-visaginas,,1743410076788,"[{""iso3"":""LTU"",""name"":""Lithuania""}]",[],[],"[""Covid-related"",""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
"Coronavirus Aid, Relief, and Economic Security (CARES) Act","<div>The CARES act is an economic relief bill addressing the economic impacts to companies and individuals during the Covid-19 pandemic. </div><div> </div><div>Public transit operators, Amtrak, other commuter rail operators, airlines and airports were provided with liquidity measures to cover eligible capital, operating, and other expenses generally eligible under those programs to prevent, prepare for, and respond to COVID-19.</div><div> </div><div>In addition it includes:</div><div>- $99.5 million for the DOE Office of Science and the National Nuclear Security Administration to support personnel, equipment and operations of facilities.</div><div>- $3.5 million for the Nuclear Regulatory Commission to prevent, prepare for and respond to the COVID-19 pandemic.</div>",Ended,2020,National,International Energy Agency,,,https://www.transit.dot.gov/cares-act,,1669822903502,"[{""iso3"":""USA"",""name"":""United States""}]",[],[],"[""Covid-related"",""Government Energy Spending""]","[{""topic"":""Economy-wide"",""family"":""Framework legislation"",""name"":""Master Energy Plan"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""}]"
Renewable Expansion Act,"<div>The EAG act will set framework conditions: special market premiums and investment grants supporting clean technologies. A total of one billion euros will be invested annually in the expansion of renewables by 2030, via market premiums and investment grants.  Around EUR 500 million will be invested in Green Hydrogen and for industries willing to become CO2 neutral (such as steel production). The Renewable Energy Expansion Act (EAG) sets the framework conditions for a long-term, stable investment climate for the expansion of renewables. Key elements are investment grants for renewables as well as operating aid in the form of market premiums for renewable electricity fed into the public electricity grid. The reform thus supports the targets of covering 100 % of Austria's total electricity consumption (nationally balanced) from renewable energy sources by 2030 and achieving climate neutrality by 2040.<br><br><br></div>",In force,2021,National,International Energy Agency,2021-03-11,,https://infothek.bmk.gv.at/meilenstein-fuer-die-energiewende-das-erneuerbaren-ausbau-gesetz-ist-fertig/,German,1749024254908,"[{""iso3"":""AUT"",""name"":""Austria""}]",[],"[""Hydropower (excl. pumped hydro)"",""PV installation types"",""Solar PV"",""Biomass and renewable waste"",""Combustion-based power generation"",""Electricity generation and CHP technologies"",""Wind"",""Building-integrated PV""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Funding for Canada’s Tidal Power Industry,"<div>The Canadian government will fund four tidal energy projects for CAD 9.4 million, through Natural Resources Canada’s (NRCan) Energy Innovation, Clean Growth, and Emerging Renewables Power programs.</div><div> </div><div>The budget is divided as such:</div><div>- CAD 4 million to Nova Innovation to build a tidal turbine array using sub-sea tidal technology in Petit Passage in the Bay of Fundy. </div><div>- CAD 1.58 million to the University of Manitoba, in partnership with SOAR – Sustainable Oceans Applied Research, to advance research on river hydrokinetic and in-stream tidal energy technologies in the Canadian context. </div><div>- CAD 2 million to Offshore Energy Research Association of Nova Scotia to research an environmental effects monitoring solution for the instream tidal energy industry in Canada, including fish and marine mammal interactions with tidal devices. </div><div>- CAD 2 million to Fundy Ocean Research Centre for Energy to outline a plan to assess the encounter risk for fish with tidal devices and create a tool to support the regulatory authorization process for tidal energy projects.</div>",Ended,2020,National,International Energy Agency,,,https://www.canada.ca/en/natural-resources-canada/news/2020/09/government-invests-in-canadas-tidal-power-industry.html,,1722414426425,"[{""iso3"":""CAN"",""name"":""Canada""}]",[],"[""Marine energy"",""Tidal energy"",""Ocean (incl. wave, thermal and salinity gradient)""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Other""}]"
Nuclear Energy Support,"<div>The French Prime Minister endorsed the French Plan France Relance supporting additional subsidies for the nuclear sector for skills development, industrial investments and modernisation in subcontracting, with a state budget of EUR 200 million. The support will also target the development of small modular reactors and innovative solutions for radioactive waste management. The support will be complemented by the Programme d'Investissements Avenir and national utility EDF.</div>",Ended,2020,National,International Energy Agency,,,https://www.gouvernement.fr/sites/default/files/document/document/2020/09/dossier_de_presse_france_relance_-_03.09.2020.pdf,French,1743527725539,"[{""iso3"":""FRA"",""name"":""France""}]",[],"[""Nuclear"",""Nuclear waste management and decommissioning"",""Electricity generation and CHP technologies"",""Small modular reactors""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""}]"
Funding for the development of Advanced Modular nuclear Reactors,"<div>The UK government announced GBP 40 million of funding to develop the next generation of nuclear energy technology, and create jobs in R&amp;D and manufacturing.</div><div> </div><div>GBP 30 million will be going towards the development of three Advanced Modular Reactors (AMR) projects in Oxfordshire, Cheshire and Lancashire. AMRs are smaller than traditional nuclear plants and produce low-carbon electricity. Due to their size, they can be used at remote locations, and can produce enough energy to power anything from a small village to a medium-sized city.</div><div> </div><div>The remaining £10 million will be invested into unlocking smaller research, design, and manufacturing projects to create up to 200 jobs.</div>",Ended,2020,National,International Energy Agency,,,https://www.gov.uk/government/news/40-million-to-kick-start-next-gen-nuclear-technology,,1743586427646,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],"[""Nuclear""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Nuclear""}]"
Budget 2021 - tax reduction on green technology installation,<div>The Swedish Government implemented a tax reduction on the installation of green technologies from 2021 to 2023.</div>,Ended,2021,National,International Energy Agency,2021-01-01,,https://www.government.se/4a73a0/contentassets/ddfaf5ce78494ce991ec231acf9c5b83/summary-budget-statement.pdf,,1747654602090,"[{""iso3"":""SWE"",""name"":""Sweden""}]",[],"[""Private chargers"",""Transport technologies"",""Electric charging infrastructure"",""Solar PV"",""Energy storage technologies"",""Electricity generation and CHP technologies"",""Refuelling and charging infrastructure""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Solar PVs""}]"
Green Conversion Package - Financial Support to Enova,"<div>In the context of the Green Conversion Package, the government has increased the allocation to Enova by NOK 2 billion in 2020. </div><div> </div><div>The allocation will be used to strengthen the investment in technology development in the industry and contribute to green change on the way out of the crisis in line with the change to the low-emission society. The funds will support green technology development in, for example, the supplier industry, the maritime industry and renewable energy, including technology in areas such as hydrogen, battery technology, offshore wind, and green shipping.</div><div> </div>",In force,2020,National,International Energy Agency,,,https://www.regjeringen.no/no/aktuelt/ny-side5/id2704503/,Norwegian,1682527312934,"[{""iso3"":""NOR"",""name"":""Norway""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Green Conversion Package - Green Support for Municipalities,"<div>In the context of the Green Conversion Package, the government increased the allocation to Klimasats by NOK 50 million.  </div>

<div> </div>

<div>Through Klimasats, municipalities and county municipalities can apply for support for projects that cut greenhouse gas emissions and contribute to the transition to a low-emission society.  It includes undertaking projects to cut emissions, with a significant focus on 'climate-friendly' transport options. </div>",In force,2020,National,International Energy Agency,,,https://www.regjeringen.no/no/aktuelt/ny-side5/id2704503/,Norwegian,1626189139000,"[{""iso3"":""NOR"",""name"":""Norway""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Ships""}]"
Green Recovery Package - Offshore wind,"<div>In the context of the Green Recovery Package, NOK 15 million has been set aside for the establishment of a new research center for environmentally friendly energy (FME). </div>

<div> </div>

<div>In addition, the Ministry of Petroleum and Energy will allocate NOK 10 million to a project related to the development of supply chains and delivery models for offshore wind power. A total of NOK 25 million is spent on this. </div>",In force,2020,National,International Energy Agency,,,https://www.regjeringen.no/no/aktuelt/ny-side5/id2704503/,Norwegian,1626189879000,"[{""iso3"":""NOR"",""name"":""Norway""}]",[],"[""Wind offshore"",""Electricity generation and CHP technologies"",""Wind""]","[""Government Energy Spending""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
Green Conversion Package - Hydrogen,"<div>In the context of the Green Conversion Package, the Government has allocated NOK 120 million to the ENERGIX program in the Research Council of Norway to promote innovation and restructuring in Norwegian business and industry.  </div>

<div> </div>

<div>The green restructuring package provides a significantly strengthened focus on hydrogen in Norway and builds on the government's hydrogen strategy. </div>

<div>  </div>

<div>An allocation of 9 million EUR for hydrogen infrastructure projects is proposed in the state budget for 2021, in the hydrogen value chain. </div>",In force,2020,National,International Energy Agency,,,https://www.regjeringen.no/no/aktuelt/ny-side5/id2704503/,Norwegian,1626189329000,"[{""iso3"":""NOR"",""name"":""Norway""}]",[],[],"[""Government Energy Spending""]","[{""topic"":""Fuels"",""family"":""Incentives and investments"",""name"":""Government spending in hydrogen"",""category"":null},{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Hydropower""}]"
Ten Point Plan for a Green Industrial Revolution - Point 1: Offshore Wind Power,"<div>As part of the Ten Point Plan for a Green Industrial Revolution (with an expected budget of 12 billion GBP) announced by the UK's Prime Minister Boris Johnson, :    </div><div> </div><div>Point 1 : Advancing Offshore Wind   </div><div>By 2030, plan to quadruple offshore wind capacity, including 1 GW of innovative floating offshore wind. The UK will continue using its Contract for Differences auction to realize this target, leveraging around 20 billion GBP of private investment by 2030. The government will also support:</div><div>- investment of 160 million GBP in modern ports and manufacturing infrastructure.</div><div>- an Offshore Transmission Network Review in 2021</div><div>- a forthcoming Energy White Paper, that plans for smart systems and introducing competition in onshore networks</div><div> </div><div>11 March 2021 update:</div><div>Government investment in offshore wind ports</div><div>- £95 million government investment for 2 new offshore wind ports to be constructed in the Humber region and Teesside, creating 6,000 new jobs </div><div>- GE Renewable Energy first company confirmed to build new factory at the new Teesside port </div><div>First major step in delivering Prime Minister’s green pledge to provide enough energy from offshore wind to power every home in the UK by 2030</div><div> </div><div>9 August 2021 update: </div><div>The government and the private sector will spend 266 million GBP to boost offshore wind manufacturing industry. Offshore wind manufacturers Siemens Gamesa and GRI Renewable Industries will receive grant funding from the government’s £160 million Offshore Wind Manufacturing Investment Support scheme. Both companies will be supplying key components to offshore wind farms providing clean power across the UK – as well as for trading generated power around the world.</div>",In force,2020,National,International Energy Agency,,,https://www.gov.uk/government/publications/the-ten-point-plan-for-a-green-industrial-revolution/title,English,1714050614948,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],"[""Wind offshore"",""Electricity generation and CHP technologies"",""Wind""]","[""Government Energy Spending"",""Covid-related""]","[{""topic"":""Power"",""family"":""Incentives and investments"",""name"":""Government spending in low-carbon electricity"",""category"":""Wind turbines""}]"
